540 30 0.4720641239188842 -4.7481082112656865e-05 1.8666289494820515e-07
540 0 0.1853399359314734 1.789171232429908e-09 -0.0001001827694593094
540 1 0.2113849781179804 -6.1520602506658138e-10 8.1681977394742296e-06
540 2 0.19261137047843346 -3.6057225968116351e-10 3.8329754096027103e-05
540 3 0.21244050709983095 -2.4799929935929796e-10 2.2538857879595209e-05
540 4 0.26245431697212307 -3.3330513785005018e-10 1.2233816912791103e-05
540 5 0.36449418276223017 -1.4954486787517637e-09 7.2763680157943086e-06
540 6 0.4197310804290665 -5.5859727706555973e-09 4.8168117004702226e-06
540 7 0.44237968258105453 -1.488902809687838e-08 3.4564555895228828e-06
540 8 0.44966385276686205 -3.1542831179960986e-08 2.6197921878690431e-06
540 9 0.4536059266162894 -6.0314413430952201e-08 2.0622979604029479e-06
540 10 0.45503615788103724 -1.0571920836192194e-07 1.6691462448832282e-06
540 11 0.45629514462117665 -1.7608994750971542e-07 1.3802482788120153e-06
540 12 0.4571757086211751 -2.8008999724236064e-07 1.1611986995674518e-06
540 13 0.4584330194281517 -4.3206707119407832e-07 9.9091241672229787e-07
540 14 0.45888348945001173 -6.4077299948945964e-07 8.5579056321540449e-07
540 15 0.4598897662678724 -9.320792914816495e-07 7.4670187431462256e-07
540 16 0.4608106718794369 -1.3245246540996306e-06 6.5731719213854552e-07
540 17 0.46172324842492457 -1.8457419885102611e-06 5.8312917703099806e-07
540 18 0.4625277685442694 -2.5255279122877513e-06 5.2085675830273615e-07
540 19 0.4635002920192255 -3.4104829322648966e-06 4.6805762923998e-07
540 20 0.46423822002426224 -4.5312307473847094e-06 4.228872570046816e-07
540 21 0.4649605819483521 -5.9486564671447495e-06 3.8392688668650316e-07
540 22 0.46560157306858707 -7.7188446336737284e-06 3.5007363975100194e-07
540 23 0.4664401049755796 -9.9415204882030391e-06 3.2044877828479503e-07
540 24 0.4674262201567281 -1.2715161071902784e-05 2.9435618872266669e-07
540 25 0.4682322049590825 -1.6100588971867257e-05 2.7123954035079235e-07
540 26 0.4690763869209203 -2.024897747487492e-05 2.5063270250015789e-07
540 27 0.47000411357631056 -2.5325230092738122e-05 2.3216042466920784e-07
540 28 0.4707264761088524 -3.1408253101560999e-05 2.1550939003932087e-07
540 29 0.47145445263932206 -3.8742151547127667e-05 2.0041588192221353e-07
540 30 0.4720641239188842 -4.7481082112656865e-05 1.8666289494820515e-07
